y_true,Concrete_Class,y_cb_standard,y_cb_group
60.1,45,64.3305919770386,61.815744448862496
60.7,45,61.307340263915734,62.07943664183984
62.0,45,67.33259715853389,63.43242168700951
61.8,45,63.76967667848321,64.07041372704151
62.4,45,63.75325054109219,63.98568641755766
62.5,45,58.73620831562391,59.90713425564385
60.5,45,60.67290625859262,61.81513314032899
59.7,45,62.70827246303267,63.273390760959856
61.8,45,59.70261812618313,63.364524107798246
62.4,45,62.17590746035997,65.0107540886939
45.8,45,49.41864871539123,55.49417627077203
48.6,45,57.41031584108174,51.936500532570875
48.8,45,48.467479482920176,55.49417627077203
45.4,45,57.89281036819967,52.5103541676212
47.8,45,48.63183037133887,55.49417627077203
69.6,45,67.48601328044354,61.12231709082979
69.3,45,69.11917052385023,64.84453115075037
62.3,50,66.03840362282065,64.35220272422175
69.6,50,68.08681495789615,63.571140094243646
69.6,50,67.19832949240507,65.07768057786808
68.2,50,69.38692708408173,64.44011171662474
64.1,50,63.784568608736365,66.75829896528933
72.4,50,73.1319486122018,64.30572164937666
61.7,50,61.48287797734412,65.38877650596532
66.9,50,67.72195220028068,64.04337845493512
71.5,50,70.90176130117554,66.74242387585528
63.5,50,63.631004760965716,64.0524451328593
73.2,50,73.1009259612047,66.72136943914163
60.2,50,60.58837010560888,62.50259465905409
65.4,50,65.2479737138795,66.48475924662037
69.8,50,70.03873284939482,63.5421909346246
62.9,50,63.00073253397094,65.15844668448727
74.6,50,73.97502050386605,64.09029902818332
59.4,50,60.507750206036064,64.0365820314877
71.0,50,70.72522057142356,64.27303306331723
67.1,50,66.73387121520491,65.555685543241
66.4,50,67.56733796457726,64.1225080128155
64.8,50,64.61603037804754,65.2225897694367
75.2,50,74.51090568065983,64.15917288303802
58.7,50,59.36684634549434,64.11922882492594
70.5,50,69.26550170566819,63.32543706466036
69.0,50,68.78482465019495,65.75062673533617
63.1,50,63.75258345688363,63.98519594103677
66.0,50,66.99545309804198,66.9048007577734
73.8,50,73.69259517010552,64.11951222829227
61.2,50,60.85122713796584,63.5473677865626
68.5,50,68.13531436437242,64.45917640282454
63.9,50,64.26268956617494,65.26354138482124
74.9,50,74.20310363701006,64.7730849124948
67.8,50,66.66702521249907,65.39585033570063
69.9,50,69.7657446741814,63.754664478810696
59.1,50,59.57986374981236,64.0365820314877
65.9,50,66.71628101722601,63.88773857489382
62.4,50,62.23904429383593,64.08588103450225
74.1,50,74.58756373850636,63.964056387749125
66.7,50,66.64572155027588,65.83743584864196
60.6,50,60.661944605133,62.91115147665957
65.2,50,65.08275884194333,64.96816342188365
