y_true,Concrete_Class,y_cb_standard,y_cb_group
37.59,20,35.36783724494379,38.956580198652794
34.65,20,38.29886914315115,40.379230297507256
34.22,20,34.45603524923958,37.94788260869821
36.8,20,33.06271295750362,37.06412549005168
36.7,20,36.240921185452045,38.43104251022474
46.2,25,46.335273352624604,44.964552452214264
55.5,25,46.23384364314961,44.18337386633509
57.4,25,53.04968580103815,48.96511343621146
61.1,25,50.31859033226303,49.20502588862155
60.2,25,56.1707828444182,49.643684462307284
55.7,25,50.593282549742746,45.78095962537632
57.3,25,56.69688353000738,49.011550795658124
60.7,25,52.939452330235376,52.902839101761096
52.7,25,54.335668753699146,51.05118543026299
51.0,25,54.62965006142391,49.42303303396959
45.3,25,42.12622339908394,42.36920030918563
53.0,25,50.24728487381444,50.734855260568246
45.5,25,46.73634652228248,44.360976778538095
45.5,25,46.12231715390181,44.97703611393686
37.9,25,37.48540136294466,39.20732209019102
38.8,25,37.479032756458814,40.92479694961658
47.1,25,46.85250100812835,45.92971495639358
47.7,25,51.857968697369266,50.64166668145397
57.0,25,56.80443366414811,51.83224618452605
57.2,25,52.99821925941068,52.25544330200823
49.6,25,50.600757681113954,47.26334241895475
53.6,25,56.56875505129935,52.60216953746864
46.5,25,46.01282828123462,42.78165647402358
43.3,25,43.63423552741268,42.57140220513156
43.8,25,44.22502822210303,41.65599344353362
41.89,25,42.05122961151516,41.44680376035813
40.2,25,41.3389891429172,39.303682755550234
38.1,25,39.28826442550311,39.77269116915787
38.2,25,38.651053287687084,39.391534709869624
39.6,25,38.56363177748838,38.79638637089852
35.0,25,37.31661896096707,40.56739547894075
43.9,25,41.563608124175005,40.041625585516115
38.81,25,37.93461039897304,41.27715986635788
42.0,25,39.928905198950076,40.10708526473728
27.0,25,31.21418369197609,38.0707608837941
45.0,25,39.885640535902674,42.30541108221111
36.1,25,39.5174698954969,41.143068989821195
45.13333333333333,25,42.371927129673395,41.88632824183079
41.53333333333333,25,40.823978886297546,41.029063275478016
