true_Strength_28d,true_Strength_7d,true_Slump_30,true_Slump_90,pred_Strength_28d,pred_Strength_7d,pred_Slump_30,pred_Slump_90,Concrete_Class
29.92,21.57,149,173,43.4814338684082,33.122676849365234,176.150146484375,165.2333221435547,15
34.49,24.66,156,152,43.10948944091797,34.23991775512695,177.2440948486328,166.67333984375,15
31.21,22.72,172,146,43.038978576660156,33.58100128173828,177.7008819580078,165.8274383544922,15
36.27,30.09,165,168,42.97825241088867,33.29276657104492,175.57119750976562,165.0762939453125,15
34.49,24.66,156,152,42.69557189941406,34.178627014160156,183.25807189941406,168.66415405273438,15
35.72,29.75,28,27,42.73824691772461,35.47274398803711,182.10012817382812,170.7548370361328,15
31.19,25.85,195,145,40.64466094970703,33.8084716796875,174.45510864257812,156.3924102783203,15
35.35,28.59,200,145,42.26591110229492,33.752037048339844,174.1111297607422,158.461181640625,15
25.72,19.86,195,170,42.97825241088867,33.29276657104492,175.57119750976562,165.0762939453125,15
31.67,29.12,190,150,42.03029251098633,32.91259002685547,179.68365478515625,159.39144897460938,15
31.18,27.05,200,155,41.933753967285156,33.08856201171875,174.1835174560547,159.52886962890625,15
29.4,21.7,190,155,42.301177978515625,33.172760009765625,182.03411865234375,164.18235778808594,15
23.3,21.9,190,170,42.352149963378906,32.86174011230469,175.19435119628906,162.40943908691406,15
35.35,28.59,200,170,42.26591110229492,33.752037048339844,174.1111297607422,158.461181640625,15
35.35,28.59,200,155,42.26591110229492,33.752037048339844,174.1111297607422,158.461181640625,15
27.3,19.3,160,160,40.73113250732422,31.74459457397461,178.04640197753906,157.29957580566406,15
36.6,29.2,165,150,43.62822341918945,34.43067932128906,181.8157958984375,168.25457763671875,15
37.0,31.3,160,155,43.62773132324219,34.467769622802734,181.91688537597656,168.25115966796875,15
34.1,26.3,165,155,41.016719818115234,31.804737091064453,176.3493194580078,157.12576293945312,15
30.8,23.5,170,160,41.43803405761719,32.19950485229492,171.3191680908203,151.82675170898438,15
29.2,22.6,170,160,44.11054229736328,32.88702392578125,177.08360290527344,164.55567932128906,15
28.2,20.5,175,160,42.789188385009766,32.63785171508789,174.955810546875,161.80442810058594,15
33.3,32.8,140,125,41.62481689453125,31.807037353515625,175.7356414794922,151.91004943847656,15
28.4,26.2,140,125,41.23380661010742,31.65233612060547,169.1052703857422,145.1492919921875,15
29.6,28.84,140,125,46.37416458129883,28.969017028808594,201.55807495117188,168.59437561035156,15
26.48,25.78,140,125,43.88546371459961,34.49979782104492,190.01516723632812,165.7325897216797,15
38.21,25.97,140,155,41.58929443359375,31.187040328979492,176.97532653808594,146.85682678222656,20
35.2,26.3,170,155,46.588050842285156,32.832218170166016,185.54531860351562,170.8336639404297,20
45.2,34.9,160,170,44.225154876708984,30.704940795898438,183.0436248779297,159.49667358398438,20
