alpha,R2_standard,R2_group,published
0.6,0.9200029964163754,0.8160927554913341,False
0.7,0.9200029964163754,0.8160927554913341,False
0.75,0.9200029964163754,0.8160927554913341,True
0.8,0.9200029964163754,0.8160927554913341,False
0.9,0.9200029964163754,0.8160927554913341,False
