lo,hi,R2_standard,RMSE_standard,R2_group,RMSE_group
0.005,0.995,0.918320946682847,3.114908529327714,0.8057044273909779,4.804203578925528
0.01,0.99,0.9173393427827624,3.1335698297959107,0.8130148935734507,4.7129567910089305
0.02,0.98,0.916575064231258,3.148022955937095,0.8179494052704912,4.650353862353626
