R2,RMSE,MAE,R2_XGBoost,R2_LightGBM,R2_CatBoost,R2_ExtraTrees,weights,jid,group,desc,target,outer,inner,es,encoding,group_col,n_features,minutes
0.9245740270849432,2.9933011365876405,2.1343215436315948,0.918466074861426,0.9206451729818222,0.9181404157976194,0.9204244915686329,"[0.1795, 0.2484, 0.3225, 0.2496]",A2,GATE,"REPRODUCE published standard-CV f'c,28 (expect R2 = 0.9251)",Strength_28d,standard,kfold,published,freq,Concrete_Class,30,42.6
