R2_Strength_28d,RMSE_Strength_28d,MAE_Strength_28d,R2_Strength_7d,RMSE_Strength_7d,MAE_Strength_7d,R2_Slump_30,RMSE_Slump_30,MAE_Slump_30,R2_Slump_90,RMSE_Slump_90,MAE_Slump_90,jid,group,outer,es,n_features,minutes
0.7229159445271867,5.737143567591115,4.333935830223787,0.6961938882345529,5.8354695837349695,4.358690794103724,0.4266526956925756,29.52649993346138,20.286309617853792,0.5257908507787024,24.92217834702233,17.248214699338856,M3,FIXED,standard,inner,26,1.3
