R2,RMSE,MAE,R2_XGBoost,R2_LightGBM,R2_CatBoost,R2_ExtraTrees,weights,jid,group,desc,target,outer,inner,es,encoding,group_col,n_features,minutes
0.856912617462982,4.122784359718717,3.207214192242439,0.8502422716537488,0.8610382292777763,0.844831703175973,0.8380202712719608,"[0.2899, 0.3003, 0.2272, 0.1826]",A1,GATE,"REPRODUCE published GroupKFold f'c,28 (expect R2 = 0.8527)",Strength_28d,group,kfold,published,freq,Concrete_Class,30,42.6
