R2,RMSE,MAE,R2_XGBoost,R2_LightGBM,R2_CatBoost,R2_ExtraTrees,weights,jid,group,desc,target,outer,inner,es,encoding,group_col,n_features,minutes
0.9243027083569301,2.9986799841488034,2.108035202590958,0.9197674344755982,0.9162518475640294,0.9187764904696045,0.9226213642603586,"[0.3417, 0.1326, 0.1969, 0.3288]",F2,R3_5,"R3-5: one-hot encoding, f'c,28 standard CV, both fixes",Strength_28d,standard,kfold,none,onehot,Concrete_Class,30,68.3
