R2,RMSE,MAE,R2_XGBoost,R2_LightGBM,R2_CatBoost,R2_ExtraTrees,weights,jid,group,desc,target,outer,inner,es,encoding,group_col,n_features,minutes
0.889341306499351,3.6256236354997817,2.7804283688630567,0.8947055158189394,0.8900350831182603,0.8527218353469861,0.8881697876256383,"[0.2222, 0.4266, 0.1463, 0.2049]",G1,R3_10,"R3-10: grouping by cement brand, tuned ensemble",Strength_28d,group,group,none,freq,Cement,30,55.5
