y_true,y_ens,y_XGBoost,y_LightGBM,y_CatBoost,y_ExtraTrees,Concrete_Class
32.2,34.49559017051821,33.555335998535156,31.5737370773428,35.657661476913866,31.983272699864706,15
25.4,30.985668574188566,30.44872283935547,30.025335830357953,31.563324357308126,29.73681688785552,15
27.0,31.897384295055915,30.919443130493164,31.499686432656812,32.332730161681795,30.956196960449223,15
32.2,37.94552249473795,38.041343688964844,40.351620719843915,38.06968572563351,37.67709002494813,15
26.4,32.83106609816664,34.32227325439453,32.493895935675475,33.662954490861665,31.032580295562752,15
30.5,33.90645918611021,35.45262908935547,36.848638751609435,33.86951490792766,33.986329476674406,15
25.7,33.06861525685094,34.78777313232422,32.58169407428664,34.01852272194264,31.014980290730804,15
28.1,34.339399681782496,34.9323616027832,36.41919801486588,35.82605021390625,31.12536356290182,15
29.1,32.12826515895113,33.33210372924805,30.90750655258984,33.28242534521079,29.633050129890435,15
22.355,31.296168102868926,31.928972244262695,30.695672167016344,31.492525407277054,30.87165696144105,15
28.657,32.39390477574184,33.980525970458984,32.176525995448785,32.956335031588054,31.177968822224944,15
21.96666666666667,30.822331480095393,30.215679168701172,30.59600233019226,30.79949760645352,30.87169696935019,15
29.93,32.006366116477814,31.931846618652344,32.61452141863348,31.622640008778646,32.83595547103882,15
28.02,31.013816586469858,31.555734634399414,30.245841041464764,31.56886495575283,29.8138401664098,15
26.67,30.872014743092052,30.490184783935547,29.679649078305626,31.414999143037395,29.6981201467514,15
31.64,30.823849240185666,30.737022399902344,28.70572988092306,31.301637793169775,29.790903495470676,15
35.03,37.39112946468982,39.57503128051758,38.549793343682296,36.74568360912963,38.7865379983902,15
40.55,40.48946927244563,41.15419387817383,41.58010775455171,39.50560857570038,42.616507886250815,15
38.22,37.51466077851612,37.20732116699219,36.88766582843132,36.80136639195285,39.05675413627623,15
31.25,30.739780026412355,31.370986938476562,30.186419085353418,31.131539839830808,29.892822149340308,15
38.98,37.11865807891103,37.428707122802734,38.49727758722594,36.066652205332815,39.39302197761537,15
37.94,36.02520437087028,37.272613525390625,38.99269918987476,35.57911529569746,36.98961757380166,15
36.7,38.810729895133505,39.84402847290039,40.11387275085941,38.690044912451796,39.07164206384024,15
29.73,29.267084018935584,30.727739334106445,30.466271950993693,29.02602020122967,29.78824676672617,15
35.72,36.04140778474145,37.18012237548828,39.15669577385257,34.98756998959689,38.31973179575603,15
33.92,35.246763543735966,36.46933364868164,37.497957933745624,34.02204256664598,37.8945252025604,15
32.35,30.418781308475417,31.504384994506836,31.067589395243857,29.67920111087338,32.01770221296947,15
34.62,35.40787979066367,37.2646369934082,39.24799425537058,34.24914896729174,37.91297499453228,15
24.21,29.51708042719874,29.736391067504883,30.104280748851515,28.840305812992668,30.98022031497956,15
26.8,30.624661055821285,30.559499740600586,30.481701459495586,30.507607109384914,30.877723636627206,15
29.92,31.448922385959108,31.06324577331543,31.13785647593865,31.653402650727394,31.006850324312854,15
34.49,30.842522276899537,30.69019317626953,30.77401038707493,30.700561902046704,31.149430865097052,15
31.21,31.243064238297926,31.556522369384766,30.913211873940366,31.38400485041909,30.938360264778144,15
36.27,36.53850635377221,36.77409744262695,36.426820510010074,35.699053126002795,38.35334619661968,15
