shap__Concrete_Class,shap__CA,shap__FA,shap__Cement_Content,shap__WC_Ratio,shap__Admixture_Dose,shap__Strength_7d,shap__Slump_30,shap__Water_Content,shap__Paste_Volume,shap__CA_FA_Ratio,shap__Agg_Volume_Frac,shap__Admix_pct_bwoc,shap__Admix_per_Cement,shap__WC_Ratio_sq,shap__WC_Ratio_inv,shap__log_Cement,shap__Cement_x_WC,shap__Bolomey_Feature,shap__Concrete_Class_sq,shap__Class_x_WC,shap__Class_x_Cement,shap__Cement_sq,shap__CA_FA_x_WC,shap__Binder_Intensity,shap__Gel_Space_Ratio_28d,shap__Slump_Retention,shap__Slump_Loss_Rate,shap__Cement_Freq,shap__Admix_Freq,val__Concrete_Class,val__CA,val__FA,val__Cement_Content,val__WC_Ratio,val__Admixture_Dose,val__Strength_7d,val__Slump_30,val__Water_Content,val__Paste_Volume,val__CA_FA_Ratio,val__Agg_Volume_Frac,val__Admix_pct_bwoc,val__Admix_per_Cement,val__WC_Ratio_sq,val__WC_Ratio_inv,val__log_Cement,val__Cement_x_WC,val__Bolomey_Feature,val__Concrete_Class_sq,val__Class_x_WC,val__Class_x_Cement,val__Cement_sq,val__CA_FA_x_WC,val__Binder_Intensity,val__Gel_Space_Ratio_28d,val__Slump_Retention,val__Slump_Loss_Rate,val__Cement_Freq,val__Admix_Freq,y_true,Concrete_Class
-0.3081314303853389,-0.05813358978487412,-0.128734646351541,-0.6382570964085869,-0.5717181008827888,0.1673223210892384,-9.455323665825592,0.19585552456234775,-0.062348308415134474,0.00544828068417466,-0.16671075289455992,0.0,0.16513643834852704,-0.3633167904105893,-0.9720338288985101,-0.8574585384369228,-0.3192938436865375,-0.034455502506350225,-0.7824401631912205,-1.5001345735129819,-0.47351227399115947,-0.44942759239183694,-0.8590793059301823,-0.8455903468765974,-0.5168212497264031,-1.028941195116407,-0.08462413270194101,0.5644660679951213,0.2647971646996167,0.830941332652546,15.0,58.0,42.0,275.0,0.550000011920929,0.699999988079071,25.200000762939453,180.0,151.25,238.5515899658203,1.3809523582458496,1.0,0.007000000216066837,2.545454502105713,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.7595238089561462,18.33333396911621,0.6455696225166321,0.6388888955116272,1.0833333730697632,0.16300366818904877,0.31501832604408264,32.2,15
-0.09748659202739218,0.08790485058573282,-0.10434222526058627,-0.8798850799318841,-0.9391347919390588,-0.1003835529542042,-9.21682542872075,0.00017625686988395617,-0.023298596695749504,0.009293937420360134,-0.1409513025078052,0.0,-0.07983526857418492,0.1981374622449667,-1.3461746889324002,-0.7948855757722753,-0.6806732834655528,-0.1508314400125879,-1.7929102144643003,-1.2327587290146265,-0.7122148982611429,-0.3279331508442579,-0.8318706525802761,-0.4653441209418352,-0.45489331818859174,-0.6895948492715053,0.7056571017173852,0.42145740620623706,-0.6859368085817354,-0.28983817414384316,15.0,58.0,42.0,275.0,0.550000011920929,0.8999999761581421,20.0,95.0,151.25,238.5515899658203,1.3809523582458496,1.0,0.008999999612569809,3.2727272510528564,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.7595238089561462,18.33333396911621,0.6455696225166321,1.1578947305679321,-0.25,0.325411319732666,0.13711151480674744,25.4,15
-0.14975427535026856,-0.009662552447758162,-0.3047364990925176,-0.6780358275792165,-0.6242333679437296,-0.015269438741679141,-11.839132924958301,-0.08924255487510531,-0.08421642447278789,-0.03431664910084058,-0.1710167944900558,0.0,0.15919169577585454,-0.319793554812261,-0.58867427913575,-1.2972082386793664,-1.251307769117155,-0.1024705411919458,-0.7262791323594879,-1.1476148643419513,-0.9728011361960722,-0.35401977019657305,-0.8795456078735073,-0.15182557217138462,-0.4791112153799541,-0.7472821664731184,-0.011358107852935439,-0.08297384154619249,0.5521806856901234,-0.1705057320181895,15.0,58.0,42.0,275.0,0.550000011920929,1.0,20.399999618530273,150.0,151.25,238.5515899658203,1.3809523582458496,1.0,0.009999999776482582,3.6363637447357178,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.7595238089561462,18.33333396911621,0.6455696225166321,0.9333333373069763,0.1666666716337204,0.1684981733560562,0.06593406945466995,27.0,15
-0.14662325471365467,0.16801122559857856,0.30839878445151725,-0.6645101744713636,-0.4201992790515414,0.05235571605010248,-5.800179712971914,-0.1308973926871313,0.18010321085445247,-0.3712221868464061,0.10116269415689161,0.0,0.05871699378354191,-0.007943677925042221,-0.5156533038263984,-1.6157714655945457,-0.6750494052652926,-0.11246099277956915,-1.38495319149177,-1.087244286796854,-0.5683893585701091,-0.3995963248421611,-0.8229213490879072,-0.27704493990025997,-0.4422639715768668,-0.7226345155882434,0.7102108041506912,0.65052488204353,0.36064291911034074,-0.25308484367469686,15.0,60.0,40.0,300.0,0.550000011920929,0.699999988079071,27.200000762939453,50.0,165.0,260.23809814453125,1.5,1.0,0.007000000216066837,2.3333332538604736,0.30250000953674316,1.8181818723678589,5.703782558441162,165.0,1.3181818723678589,225.0,8.25,4500.0,90000.0,0.824999988079071,20.0,0.6455696225166321,2.299999952316284,-1.0833333730697632,0.1684981733560562,0.14652015268802643,32.2,15
-0.11745207758465646,0.12082215994087289,-0.14429120396702602,-0.8452172146497346,-0.9564108123825207,-0.3062465251545903,-9.856791573199638,-0.11132841066494868,-0.010390626648442994,0.06336768373524394,-0.13530506757635488,0.0,-0.23967432894243454,-0.3533448068129393,-1.442042134044484,-0.7871775967235951,-0.6876503142596426,-0.030110332384396563,-1.7981329782239848,-1.2744935567062046,-0.6069427596554271,-0.33622172598066774,-0.7790271867286036,-0.043904217225315,-0.5257161228702983,-0.8768872573401086,-0.17039356159150096,-0.035149443975884265,0.31201076263618155,0.41584672286265817,15.0,57.0,43.0,275.0,0.550000011920929,1.0,22.100000381469727,150.0,151.25,238.5515899658203,1.325581431388855,1.0,0.009999999776482582,3.6363637447357178,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.7290697693824768,18.33333396911621,0.6455696225166321,0.7333333492279053,0.6666666865348816,0.1681901216506958,0.32358318567276,26.4,15
-0.1412065266694523,0.018532485106883472,-0.15555735475805774,-0.7830222354550282,-0.4321864502101246,-0.019314192988283865,-7.378027591667664,-0.1589020148386628,-0.07943470181072768,-0.1690191648484485,-0.08825630001783531,0.0,-0.03312503106593748,0.34954591687254366,-0.39553142788068535,-1.5718985756494452,-1.1110599555848386,-0.1761457226482266,-1.4907791668154595,-1.225629989767814,-0.5908532412266874,-0.396247794009441,-1.137223952606928,-0.13560135363495096,-0.3516755354355935,-0.6877311791116727,0.7519307263818902,0.5459093657969459,0.4943712940862574,0.4000369457526787,15.0,57.0,43.0,275.0,0.550000011920929,1.0199999809265137,26.200000762939453,120.0,151.25,238.5515899658203,1.325581431388855,1.0,0.010200000368058681,3.7090909481048584,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.7290697693824768,18.33333396911621,0.6455696225166321,1.1666666269302368,-0.3333333432674408,0.012820512987673283,0.3223443329334259,30.5,15
-0.13921434677065322,-0.20103247713216849,-0.5141606692358045,-0.7247799402371305,-0.6448090695612649,0.0684048367770002,-11.012137046099198,-0.2563319524019457,-0.06051332792751734,-0.07941384441728117,-0.23124275242571465,0.0,0.3301585343231022,-0.5019028984032101,-0.5908395404207936,-1.348959869681555,-1.3601155577134434,-0.10254261799417247,-0.7666513252953487,-1.16796902066931,-0.9434750518006197,-0.32336233283932153,-0.9633178158294037,-0.16661616524524084,-0.4627836762143329,-0.4731215369399199,0.09386116886446637,-0.2045451581677601,0.38656676463751455,0.4123403512516733,15.0,55.0,45.0,275.0,0.550000011920929,1.0154999494552612,19.430500030517578,140.0,151.25,238.5515899658203,1.2222222089767456,1.0,0.010154999792575836,3.6927273273468018,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.6722221970558167,18.33333396911621,0.6455696225166321,0.7142857313156128,0.6666666865348816,0.1684981733560562,0.30586081743240356,25.7,15
-0.2557882656709312,-0.04325418250111068,-0.09809302796358285,-0.6499405413870221,-0.5116830245635102,-0.01489812820412787,-10.854843933308006,0.14126266212089947,-0.06284880150358994,-0.12421112936039876,-0.06191233939578744,0.0,0.10882309667724575,-0.2932770948561621,-0.9911683121447294,-0.9157170773387168,-0.3001953347914912,-0.13110315175724455,-0.8346990669721909,-1.5523662018711553,-0.6438368969014089,-0.45688031610822466,-0.8524216826034511,-0.49906945584859524,-0.5266181419152035,-0.9776073945763626,-0.3592813177206941,0.4876298478050638,0.24453833603977404,0.41287634688477937,15.0,57.0,43.0,275.0,0.550000011920929,1.0,19.92300033569336,170.0,151.25,238.5515899658203,1.325581431388855,1.0,0.009999999776482582,3.6363637447357178,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.7290697693824768,18.33333396911621,0.6455696225166321,0.5882353186607361,1.1666666269302368,0.010989011265337467,0.31501832604408264,28.1,15
-0.43379174686105043,-0.04263709158401257,0.08680590709516899,-0.7561408172963591,-0.7249436625913829,0.16135014748882948,-10.448604952575634,0.1946366165370468,-0.014293298086843379,0.097888367592643,-0.09298062707671902,0.0,0.09923559150885194,-0.28897846085492906,-0.5280522290418008,-1.435937251962255,-0.1945937998746689,0.0374133168589887,-1.295339565611472,-0.9756963120008019,-0.48611330496098987,-0.4431414418653669,-0.6352182254978757,-0.38443921452375346,-0.5127500810187496,-0.9460766606558767,-0.13969622357474407,-0.09723024873065027,0.24718179072617988,0.8009158493755631,15.0,57.0,43.0,275.0,0.550000011920929,0.800000011920929,19.433399200439453,175.0,151.25,238.5515899658203,1.325581431388855,1.0,0.00800000037997961,2.909090995788574,0.30250000953674316,1.8181818723678589,5.616771221160889,151.25,1.3181818723678589,225.0,8.25,4125.0,75625.0,0.7290697693824768,18.33333396911621,0.6455696225166321,0.7428571581840515,0.75,0.20109689235687256,0.3363802433013916,29.1,15
-0.25871271427729126,-0.13760183563180095,-0.0714341775522728,-0.5975433022839293,-0.5825475249018376,0.16552600252180216,-10.79362764366508,0.3198685711672956,-0.25491602277419634,-0.05554645754686061,-0.014649847149230564,0.0,0.15379576040876017,-0.08014476205336675,-0.863229745347846,-0.8356648874926912,-0.2411124568704733,-0.16501044877719295,-0.8128292208965459,-1.6186795405628551,-0.6094039622775633,-0.462939776116122,-0.9106594632094621,-0.3071779323722062,-0.6308458416205308,-0.8345614870473649,-0.2059269513398969,-0.2370481186512038,-0.5438964014801719,-0.5299630057371523,15.0,55.0,45.0,285.0,0.550000011920929,1.0,19.92300033569336,175.0,156.75,247.2261962890625,1.2222222089767456,1.0,0.009999999776482582,3.5087718963623047,0.30250000953674316,1.8181818723678589,5.652489185333252,156.75,1.3181818723678589,225.0,8.25,4275.0,81225.0,0.6722221970558167,19.0,0.6455696225166321,0.8285714387893677,0.5,0.311355322599411,0.06776557117700577,22.355,15
