target,scheme,job,R2,RMSE,MAE,MAPE
Strength_28d,standard,C2,0.9236740561858496,3.0111059831622433,2.114014721381838,4.621672149844301
Strength_28d,group,C3,0.859350521098516,4.087511748223069,3.17618148953753,7.186681111342612
Strength_7d,standard,E4,0.7697517657424561,5.080140348584976,3.633404114762721,9.573608042631902
Strength_7d,group,E1,0.5799034091327496,6.862022458280881,5.400599239776497,14.395651154726002
Slump_30,standard,E5,0.6485248654683327,23.118006646994775,14.282773911888146,11.748835531435478
Slump_30,group,E2,-0.37842613201346875,45.78200729721471,33.44288301093745,31.34305338919383
Slump_90,standard,E6,0.6320226828247265,21.9538938260595,14.50244338180799,12.571221958418539
Slump_90,group,E3,-0.7616232097948639,48.03497256029767,34.914341409687474,34.324532537768924
