y_true,y_ens,y_XGBoost,y_LightGBM,y_CatBoost,y_ExtraTrees,Concrete_Class
32.2,30.862920967966534,29.892087936401367,30.92100050345557,32.01832316756717,29.668183360799155,15
25.4,28.8608344174279,29.563556671142578,29.123099865436476,31.08443763073794,27.944321169853215,15
27.0,27.742995282176874,27.650537490844727,27.664412287536766,29.01196959587648,28.03364450836182,15
32.2,35.82722633179584,34.26265335083008,36.15555513071361,34.45511286243754,30.78872163314822,15
26.4,28.2497101621713,27.789098739624023,28.165086842657427,30.34351190927072,29.091123136520395,15
30.5,32.14292680874214,31.2446231842041,33.83623040655826,32.31163424668071,31.106542749913537,15
25.7,28.204207825482275,27.75271224975586,28.165086842657427,29.652708510698837,28.394178238550808,15
28.1,29.148171739037444,28.292287826538086,27.382267808973676,31.403840793955556,26.639024799346924,15
29.1,28.28528613526125,27.817108154296875,28.125580972972504,30.627743277238945,28.61080673230487,15
22.355,28.63603921720356,28.620357513427734,28.925585371107577,30.980653304348802,27.62945619869231,15
28.657,30.163456062665716,30.001108169555664,30.36826023225964,29.52409675555109,30.418051806767792,15
21.96666666666667,30.86005877274236,30.02998924255371,30.946030003592846,31.713877914787258,30.553660358111067,15
29.93,31.742059853863832,30.718765258789062,30.269471607078394,33.8098738525654,32.751200496546424,15
28.02,28.471441827396525,28.324718475341797,28.512096758693318,31.54200116465657,28.345001454353337,15
26.67,28.53621361055788,28.184120178222656,28.367994979279707,31.645270829543872,28.649343863487243,15
31.64,29.189971396234114,28.76763916015625,28.97617640537581,31.948049941000356,29.42061493269602,15
35.03,35.996014183886274,35.692684173583984,36.51722777301651,35.37316417864676,34.4152849180222,15
40.55,41.114027610041376,41.33635711669922,42.30988605073182,39.732884689857876,37.484957460912085,15
38.22,35.75024937199255,35.61959457397461,36.269493876852096,35.95627486660968,34.136033316040084,15
31.25,31.25332207955678,31.62119483947754,31.391611215022156,32.76460397167504,30.669882489340658,15
38.98,36.43151163688239,36.52827072143555,36.71092913599177,36.73081166618691,35.553868647112196,15
37.94,35.18698817198426,35.93035888671875,36.85370615845431,35.72646667818347,34.25282282499587,15
36.7,36.69662699284916,36.174949645996094,36.49136010445265,37.47909094316586,36.395932006708776,15
29.73,30.846170058448056,30.13359832763672,29.502363463288866,32.475709528693116,31.529309446334857,15
35.72,37.38812200141427,36.76978302001953,36.760443748419604,38.5409631191477,37.06452173678081,15
33.92,38.20644711512503,37.54741668701172,37.352614197504934,39.58939561650526,37.145330104192105,15
32.35,32.47461868035332,32.000667572021484,31.496981265159594,33.517997951417854,34.367178387959804,15
34.62,37.12914844518557,36.60665512084961,36.794236506121564,37.98271468959233,36.93410759162903,15
24.21,30.93887148650819,30.947050094604492,31.355576663792924,32.19401182491765,29.59139988613129,15
26.8,30.792997731875786,30.069494247436523,30.830040002998995,31.83228590162089,30.62892736848196,15
29.92,31.388781693837462,30.90729331970215,31.424863119176084,32.35574230311858,31.23113305219014,15
34.49,31.392363964099278,31.095293045043945,31.350071255106993,31.562237032865184,31.727561042785634,15
31.21,30.219597200775986,30.47482681274414,30.808971102003564,30.325806081346165,29.90657183647153,15
36.27,36.50409223247819,36.62938690185547,36.89999913685793,36.500033922702514,35.280998536536835,15
34.49,30.658028767611516,30.030479431152344,29.934959037788598,31.777749369764564,31.945431160481768,15
