R2_Strength_28d,RMSE_Strength_28d,MAE_Strength_28d,R2_Strength_7d,RMSE_Strength_7d,MAE_Strength_7d,R2_Slump_30,RMSE_Slump_30,MAE_Slump_30,R2_Slump_90,RMSE_Slump_90,MAE_Slump_90,jid,group,outer,es,n_features,minutes
0.35274599506547377,8.768540724430444,6.987215313220268,0.4561044129675885,7.807919445574475,6.193360896291589,-0.44190041744726005,46.8242376303193,34.16281017342563,-0.36822839731583135,42.33312559815972,29.78641207291476,M4,FIXED,group,inner,26,1.0
