R2_Strength_28d,RMSE_Strength_28d,MAE_Strength_28d,R2_Strength_7d,RMSE_Strength_7d,MAE_Strength_7d,R2_Slump_30,RMSE_Slump_30,MAE_Slump_30,R2_Slump_90,RMSE_Slump_90,MAE_Slump_90,jid,group,outer,es,n_features,minutes
0.74483665203276,5.505529526079626,4.1276065730350435,0.7181036432764591,5.6211126388270705,4.255284953834604,0.4921203301434789,27.789676786319063,19.03525142194935,0.5470720616374283,24.356539793662016,16.80698504245473,M1,GATE,standard,published,26,1.7
