R2,RMSE,MAE,R2_XGBoost,R2_LightGBM,R2_CatBoost,R2_ExtraTrees,weights,jid,group,desc,target,outer,inner,es,encoding,group_col,n_features,minutes
0.9236740561858496,3.0111059831622433,2.114014721381838,0.9212742924127149,0.9168381826148326,0.9168908891840286,0.9204244915686328,"[0.3722, 0.1237, 0.2122, 0.2919]",C2,ESLEAK,"D2 fix only: no early-stop leak, f'c,28 standard CV",Strength_28d,standard,kfold,none,freq,Concrete_Class,30,72.9
