R2,RMSE,MAE,R2_XGBoost,R2_LightGBM,R2_CatBoost,R2_ExtraTrees,weights,jid,group,desc,target,outer,inner,es,encoding,group_col,n_features,minutes
0.8531348852657799,4.176853804368125,3.2556069209505147,0.8538331675725878,0.8602490182206647,0.8141080146347801,0.8380202712719608,"[0.3429, 0.2132, 0.2122, 0.2317]",C1,ESLEAK,"D2 fix only: no early-stop leak, f'c,28 GroupKFold",Strength_28d,group,kfold,none,freq,Concrete_Class,30,64.7
