R2_Strength_28d,RMSE_Strength_28d,MAE_Strength_28d,R2_Strength_7d,RMSE_Strength_7d,MAE_Strength_7d,R2_Slump_30,RMSE_Slump_30,MAE_Slump_30,R2_Slump_90,RMSE_Slump_90,MAE_Slump_90,jid,group,outer,es,n_features,minutes
0.49621122293000786,7.735959624438079,6.281814121199796,0.39294733350077393,8.248799396003877,6.776838524836573,-0.1353595726407919,41.54988196272379,28.45860745163299,-0.07795694622712457,37.57523824083939,25.213984164102534,M2,GATE,group,published,26,0.9
